Date,period,state,cases,death
2020-07-03,pre_mask,Texas,7789,47
2020-07-04,incuation,Texas,5658,37
2020-07-05,incuation,Texas,4430,20
2020-07-06,incuation,Texas,9213,60
2020-07-07,incuation,Texas,9814,90
2020-07-08,incuation,Texas,9952,119
2020-07-09,post_mask,Texas,10909,102
2020-07-10,post_mask,Texas,9923,92
2020-07-11,post_mask,Texas,8332,77
2020-07-12,post_mask,Texas,6531,40
2020-07-13,post_mask,Texas,8921,67
2020-07-14,post_mask,Texas,10906,136
2020-07-15,post_mask,Texas,11840,141
2020-07-16,post_mask,Texas,15038,154
2020-07-17,post_mask,Texas,9738,145
2020-07-18,post_mask,Texas,8805,83
2020-07-19,post_mask,Texas,7977,61
2020-07-20,post_mask,Texas,7636,127
2020-07-21,post_mask,Texas,9922,159
2020-07-22,post_mask,Texas,10967,203
2020-05-16,pre_mask,Virginia,1010,25
2020-05-17,pre_mask,Virginia,704,7
2020-05-18,pre_mask,Virginia,749,5
2020-05-19,pre_mask,Virginia,997,27
2020-05-20,pre_mask,Virginia,759,33
2020-05-21,pre_mask,Virginia,1228,25
2020-05-22,pre_mask,Virginia,809,37
2020-05-23,pre_mask,Virginia,800,22
2020-05-24,pre_mask,Virginia,495,12
2020-05-25,pre_mask,Virginia,1483,37
2020-05-26,pre_mask,Virginia,1612,28
2020-05-27,pre_mask,Virginia,905,45
2020-05-28,pre_mask,Virginia,1150,57
2020-05-29,pre_mask,Virginia,1132,20
2020-05-30,incuation,Virginia,1078,12
2020-05-31,incuation,Virginia,996,5
2020-06-01,incuation,Virginia,790,17
2020-06-02,incuation,Virginia,836,15
2020-06-03,incuation,Virginia,665,21
2020-06-04,post_mask,Virginia,950,17
2020-06-05,post_mask,Virginia,674,8
2020-06-06,post_mask,Virginia,859,7
2020-06-07,post_mask,Virginia,1283,12
2020-06-08,post_mask,Virginia,568,5
2020-06-09,post_mask,Virginia,487,19
2020-06-10,post_mask,Virginia,437,18
2020-06-11,post_mask,Virginia,469,6
2020-06-12,post_mask,Virginia,563,14
2020-06-13,post_mask,Virginia,658,7
2020-06-14,post_mask,Virginia,637,5
2020-06-15,post_mask,Virginia,380,6
2020-06-16,post_mask,Virginia,443,18
2020-06-17,post_mask,Virginia,442,13
2020-06-13,pre_mask,Washington,344,9
2020-06-14,pre_mask,Washington,215,4
2020-06-15,pre_mask,Washington,442,3
2020-06-16,pre_mask,Washington,372,11
2020-06-17,pre_mask,Washington,321,-5
2020-06-18,pre_mask,Washington,393,17
2020-06-19,pre_mask,Washington,382,12
2020-06-20,pre_mask,Washington,421,10
2020-06-21,pre_mask,Washington,331,3
2020-06-22,pre_mask,Washington,646,6
2020-06-23,pre_mask,Washington,335,8
2020-06-24,pre_mask,Washington,622,9
2020-06-25,pre_mask,Washington,598,7
2020-06-26,pre_mask,Washington,491,4
2020-06-27,incuation,Washington,542,6
2020-06-28,incuation,Washington,310,0
2020-06-29,incuation,Washington,695,10
2020-06-30,incuation,Washington,505,12
2020-07-01,incuation,Washington,717,7
2020-07-02,post_mask,Washington,663,3
2020-07-03,post_mask,Washington,496,10
2020-07-04,post_mask,Washington,382,2
2020-07-05,post_mask,Washington,669,5
2020-07-06,post_mask,Washington,1049,10
2020-07-07,post_mask,Washington,546,15
2020-07-08,post_mask,Washington,598,10
2020-07-09,post_mask,Washington,708,15
2020-07-10,post_mask,Washington,721,16
2020-07-11,post_mask,Washington,236,0
2020-07-12,post_mask,Washington,855,12
2020-07-13,post_mask,Washington,1357,1
2020-07-14,post_mask,Washington,719,26
2020-07-15,post_mask,Washington,747,21
2020-06-23,pre_mask,West Virginia,22,2
2020-06-24,pre_mask,West Virginia,36,0
2020-06-25,pre_mask,West Virginia,64,0
2020-06-26,pre_mask,West Virginia,36,0
2020-06-27,pre_mask,West Virginia,52,1
2020-06-28,pre_mask,West Virginia,50,0
2020-06-29,pre_mask,West Virginia,38,0
2020-06-30,pre_mask,West Virginia,35,0
2020-07-01,pre_mask,West Virginia,75,0
2020-07-02,pre_mask,West Virginia,74,0
2020-07-03,pre_mask,West Virginia,73,0
2020-07-04,pre_mask,West Virginia,79,1
2020-07-05,pre_mask,West Virginia,130,1
2020-07-06,pre_mask,West Virginia,107,0
2020-07-07,incuation,West Virginia,63,0
2020-07-08,incuation,West Virginia,202,0
2020-07-09,incuation,West Virginia,119,0
2020-07-10,incuation,West Virginia,157,0
2020-07-11,incuation,West Virginia,163,1
2020-07-12,post_mask,West Virginia,98,0
2020-07-13,post_mask,West Virginia,69,1
2020-07-14,post_mask,West Virginia,94,0
2020-07-15,post_mask,West Virginia,150,1
2020-07-16,post_mask,West Virginia,100,1
2020-07-17,post_mask,West Virginia,126,1
2020-07-18,post_mask,West Virginia,139,0
2020-07-19,post_mask,West Virginia,120,0
2020-07-20,post_mask,West Virginia,100,0
2020-07-21,post_mask,West Virginia,57,1
2020-07-22,post_mask,West Virginia,262,1
2020-07-23,post_mask,West Virginia,89,1
2020-07-24,post_mask,West Virginia,145,0
2020-07-25,post_mask,West Virginia,126,0
