Date,Region,thermal_actual,thermal_est,nuclear_actual,nuclear_est,hydro_actual,hydro_est
2018-02-12,NorthEastern,31.93,33.48,nan,nan,10.24,6.98
2018-02-13,Northern,608.21,566.09,30.36,31.7,109.45,90.9
2018-02-13,Western,1167.72,1137.89,25.14,26.16,40.94,23.13
2018-02-13,Southern,643.74,585.93,45.43,70.22,82.8,46.1
2018-02-13,Eastern,488.0,500.87,nan,nan,25.1,22.31
2018-02-13,NorthEastern,31.93,33.36,nan,nan,10.24,7.05
2018-02-14,Northern,608.21,598.77,30.36,31.83,109.45,94.92
2018-02-14,Western,1167.72,1103.2,25.14,26.16,40.94,19.96
2018-02-14,Southern,643.74,569.84,45.43,70.1,82.8,40.6
2018-02-14,Eastern,488.0,497.47,nan,nan,25.1,21.58
2018-02-14,NorthEastern,31.93,32.66,nan,nan,10.24,5.75
2018-02-15,Northern,616.21,607.95,30.36,31.79,109.45,96.66
2018-02-15,Western,1166.32,1139.32,25.14,26.16,40.94,25.85
2018-02-15,Southern,643.74,574.36,67.0,69.93,82.8,39.46
2018-02-15,Eastern,488.0,490.15,nan,nan,25.1,22.96
2018-02-15,NorthEastern,31.93,32.49,nan,nan,10.24,6.73
2018-02-16,Northern,616.21,627.46,30.36,31.82,109.45,95.49
2018-02-16,Western,1166.32,1187.35,25.14,26.24,40.94,23.92
2018-02-16,Southern,643.74,605.11,67.0,70.09,82.8,48.73
2018-02-16,Eastern,490.85,496.94,nan,nan,25.1,22.43
2018-02-16,NorthEastern,31.93,33.2,nan,nan,10.24,6.98
2018-02-17,Northern,616.21,611.01,30.36,31.66,109.45,96.91
2018-02-17,Western,1166.32,1189.54,25.14,25.17,40.94,27.21
2018-02-17,Southern,643.74,617.08,67.0,71.04,82.8,47.95
2018-02-17,Eastern,490.85,508.87,nan,nan,25.1,23.94
2018-02-17,NorthEastern,31.93,32.85,nan,nan,10.24,7.03
2018-02-18,Northern,616.21,582.75,30.36,31.78,109.45,93.96
2018-02-18,Western,1166.32,1185.76,25.14,13.09,40.94,24.53
2018-02-18,Southern,650.74,580.96,67.0,71.01,82.8,37.39
2018-02-18,Eastern,490.85,502.79,nan,nan,25.1,21.61
2018-02-18,NorthEastern,31.93,32.43,nan,nan,10.24,7.16
2018-02-19,Northern,626.01,582.78,30.36,31.71,109.45,97.65
2018-02-19,Western,1166.32,1194.11,25.14,13.09,40.94,36.51
2018-02-19,Southern,650.74,618.36,67.0,57.37,82.8,50.19
2018-02-19,Eastern,490.85,504.64,nan,nan,25.1,30.21
2018-02-19,NorthEastern,31.93,33.01,nan,nan,10.24,6.71
2018-02-20,Northern,620.85,607.92,30.36,31.5,109.45,97.73
2018-02-20,Western,1166.32,1205.79,25.14,13.09,40.94,35.98
2018-02-20,Southern,650.74,644.61,67.0,47.57,82.8,58.9
2018-02-20,Eastern,490.85,523.94,nan,nan,25.1,24.11
2018-02-20,NorthEastern,31.93,33.58,nan,nan,10.24,6.74
2018-02-21,Northern,630.85,608.66,30.36,31.55,109.45,99.28
2018-02-21,Western,1166.32,1200.22,25.14,13.09,40.94,35.39
2018-02-21,Southern,650.74,650.81,67.0,48.46,82.8,55.93
2018-02-21,Eastern,490.85,537.61,nan,nan,25.1,23.23
2018-02-21,NorthEastern,31.93,33.8,nan,nan,10.24,5.75
2018-02-22,Northern,633.56,616.84,30.36,31.47,109.45,97.77
2018-02-22,Western,1168.03,1213.6,25.14,12.55,40.94,36.89
2018-02-22,Southern,650.74,647.79,67.0,48.54,82.8,61.67
2018-02-22,Eastern,490.85,545.31,nan,nan,25.1,25.22
2018-02-22,NorthEastern,31.93,33.77,nan,nan,10.24,5.26
2018-02-23,Northern,633.56,622.09,30.36,31.44,109.45,98.91
2018-02-23,Western,1169.43,1211.49,25.14,12.55,40.94,26.39
2018-02-23,Southern,650.74,657.13,67.0,47.59,82.8,58.66
2018-02-23,Eastern,490.85,523.9,nan,nan,25.1,27.0
2018-02-23,NorthEastern,31.93,33.92,nan,nan,10.24,5.34
2018-02-24,Northern,633.56,592.86,30.36,31.4,109.45,94.15
2018-02-24,Western,1169.43,1203.97,25.14,15.68,40.94,27.04
2018-02-24,Southern,650.74,632.25,67.0,47.58,82.8,58.96
2018-02-24,Eastern,490.85,523.0,nan,nan,25.1,28.12
2018-02-24,NorthEastern,31.93,33.13,nan,nan,10.24,5.28
2018-02-25,Northern,632.89,575.09,30.36,31.4,109.45,101.25
2018-02-25,Western,1169.43,1155.68,25.14,25.87,40.94,13.91
2018-02-25,Southern,650.74,608.12,67.0,47.58,82.8,43.96
2018-02-25,Eastern,490.85,532.18,nan,nan,25.1,19.05
2018-02-25,NorthEastern,31.93,32.55,nan,nan,10.24,5.62
2018-02-26,Northern,632.25,614.35,30.36,31.52,109.45,106.45
2018-02-26,Western,1169.43,1181.85,25.14,26.01,40.94,28.89
2018-02-26,Southern,650.74,635.58,67.0,47.59,82.8,63.72
2018-02-26,Eastern,490.85,533.87,nan,nan,25.1,22.55
2018-02-26,NorthEastern,31.93,31.1,nan,nan,10.24,5.57
2018-02-27,Northern,632.25,635.76,30.36,31.48,109.45,107.4
2018-02-27,Western,1169.43,1195.82,25.14,26.13,40.94,32.09
2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85
2018-02-27,Eastern,495.35,543.05,nan,nan,25.1,28.03
2018-02-27,NorthEastern,31.93,30.67,nan,nan,10.24,5.81
2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45
2018-02-28,Western,1169.43,1194.22,25.14,26.14,40.94,39.93
2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79
2018-02-28,Eastern,499.35,543.69,nan,nan,25.1,27.92
2018-02-28,NorthEastern,31.93,34.11,nan,nan,10.24,5.47
2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98
2018-03-01,Western,1175.98,1186.85,25.19,25.96,38.1,27.09
2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71
2018-03-01,Eastern,505.24,536.02,nan,nan,30.16,21.73
2018-03-01,NorthEastern,31.96,33.97,nan,nan,12.16,5.6
2018-03-02,Northern,635.26,554.5,30.32,31.27,134.13,104.7
2018-03-02,Western,1175.98,1092.98,25.19,25.96,38.1,10.57
2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04
2018-03-02,Eastern,505.24,490.72,nan,nan,30.16,19.54
2018-03-02,NorthEastern,31.96,31.28,nan,nan,12.16,5.56
2018-03-03,Northern,637.13,542.8,30.32,31.27,134.13,112.61
2018-03-03,Western,1175.98,1111.5,25.19,25.96,38.1,22.09
2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78
2018-03-03,Eastern,505.24,492.22,nan,nan,30.16,24.95
2018-03-03,NorthEastern,31.96,30.87,nan,nan,12.16,6.33
2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52
2018-03-04,Western,1175.98,1162.4,25.19,25.96,38.1,12.14
2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78
2018-03-04,Eastern,505.24,523.06,nan,nan,30.16,25.56
2018-03-04,NorthEastern,31.96,31.91,nan,nan,12.16,6.48
2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23
2018-03-05,Western,1175.98,1173.44,25.19,26.18,38.1,23.32
2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2
2018-03-05,Eastern,501.14,526.63,nan,nan,30.16,24.07
2018-03-05,NorthEastern,31.96,33.13,nan,nan,12.16,9.06
2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62
2018-03-06,Western,1175.98,1189.26,25.19,26.1,38.1,25.88
2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92
2018-03-06,Eastern,501.14,520.24,nan,nan,30.16,28.06
2018-03-06,NorthEastern,31.96,33.34,nan,nan,12.16,5.9
2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19
2018-03-07,Western,1175.98,1169.49,25.19,26.19,38.1,26.9
2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38
2018-03-07,Eastern,501.14,545.88,nan,nan,30.16,25.2
2018-03-07,NorthEastern,31.96,33.68,nan,nan,12.16,5.43
2018-03-08,Northern,631.9,642.28,30.32,25.8,134.13,105.78
2018-03-08,Western,1175.98,1193.83,25.19,26.17,38.1,33.1
2018-03-08,Southern,649.52,666.1,62.86,31.05,88.22,80.88
2018-03-08,Eastern,501.14,544.58,nan,nan,30.16,23.6
2018-03-08,NorthEastern,31.96,33.78,nan,nan,12.16,5.41
2018-03-09,Northern,631.9,633.01,30.32,25.72,134.13,105.11
2018-03-09,Western,1175.98,1155.59,25.19,26.23,38.1,33.64
2018-03-09,Southern,649.52,704.3,62.86,25.98,88.22,86.56
2018-03-09,Eastern,501.14,541.05,nan,nan,30.16,25.77
2018-03-09,NorthEastern,31.96,34.02,nan,nan,12.16,4.99
2018-03-10,Northern,631.9,640.62,30.32,25.78,134.13,104.13
2018-03-10,Western,1175.98,1163.68,25.19,26.21,38.1,31.4
2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91
2018-03-10,Eastern,501.14,546.67,nan,nan,30.16,25.79
2018-03-10,NorthEastern,31.96,33.95,nan,nan,12.16,5.38
2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45
2018-03-11,Western,1175.98,1128.53,25.19,26.17,38.1,17.09
2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71
2018-03-11,Eastern,501.14,540.23,nan,nan,30.16,21.16
2018-03-11,NorthEastern,31.96,33.85,nan,nan,12.16,5.93
2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21
2018-03-12,Western,1175.98,1145.06,25.19,26.12,38.1,18.66
2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31
2018-03-12,Eastern,501.14,544.48,nan,nan,30.16,26.71
2018-03-12,NorthEastern,31.96,32.82,nan,nan,12.16,5.69
2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87
2018-03-13,Western,1175.98,1153.09,25.19,26.12,38.1,20.63
2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45
2018-03-13,Eastern,501.14,550.22,nan,nan,30.16,26.06
2018-03-13,NorthEastern,31.96,32.33,nan,nan,12.16,6.07
2018-03-14,Northern,618.7,673.49,30.32,28.54,134.13,102.8
2018-03-14,Western,1175.98,1135.08,25.19,26.07,38.1,23.9
2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92
2018-03-14,Eastern,501.14,549.61,nan,nan,30.16,25.82
2018-03-14,NorthEastern,31.96,32.86,nan,nan,12.16,5.99
2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14
2018-03-15,Western,1175.98,1161.16,25.19,26.07,38.1,20.1
2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75
2018-03-15,Eastern,501.14,545.39,nan,nan,30.16,25.58
2018-03-15,NorthEastern,31.96,34.58,nan,nan,12.16,6.45
2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07
2018-03-16,Western,1175.98,1192.38,25.19,26.07,38.1,17.51
2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33
2018-03-16,Eastern,501.14,523.13,nan,nan,30.16,25.21
2018-03-16,NorthEastern,31.96,32.97,nan,nan,12.16,6.78
2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77
2018-03-17,Western,1175.98,1189.33,25.19,26.07,38.1,23.73
2018-03-17,Southern,649.52,591.9,62.86,48.27,88.22,54.18
2018-03-17,Eastern,501.14,505.9,nan,nan,30.16,30.81
2018-03-17,NorthEastern,31.96,32.72,nan,nan,12.16,8.1
2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05
2018-03-18,Western,1175.98,1142.17,25.19,26.06,38.1,14.23
2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82
2018-03-18,Eastern,501.14,497.02,nan,nan,30.16,28.07
2018-03-18,NorthEastern,31.96,31.58,nan,nan,12.16,7.83
2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7
2018-03-19,Western,1175.98,1161.32,25.19,26.06,38.1,28.39
2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42
2018-03-19,Eastern,501.14,515.32,nan,nan,30.16,27.89
2018-03-19,NorthEastern,31.96,33.04,nan,nan,12.16,7.2
2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35
2018-03-20,Western,1175.98,1191.97,25.19,26.11,38.1,23.08
2018-03-20,Southern,649.52,675.82,62.86,47.69,88.22,61.54
2018-03-20,Eastern,501.14,507.57,nan,nan,30.16,30.2
2018-03-20,NorthEastern,31.96,33.37,nan,nan,12.16,6.69
2018-03-21,Northern,623.37,643.01,30.32,29.8,134.13,97.94
2018-03-21,Western,1175.98,1183.09,25.19,26.12,38.1,22.08
2018-03-21,Southern,649.52,691.93,62.86,48.48,88.22,58.78
2018-03-21,Eastern,501.14,502.22,nan,nan,30.16,33.12
2018-03-21,NorthEastern,31.96,34.43,nan,nan,12.16,7.38
2018-03-22,Northern,624.02,646.41,30.32,25.9,134.13,100.66
2018-03-22,Western,1179.18,1210.24,25.19,26.03,38.1,19.85
2018-03-22,Southern,649.52,694.15,62.86,48.47,88.22,59.21
2018-03-22,Eastern,501.14,518.01,nan,nan,30.16,31.93
2018-03-22,NorthEastern,31.96,35.09,nan,nan,12.16,5.46
2018-03-23,Northern,624.02,651.19,30.32,26.44,134.13,101.37
2018-03-23,Western,1179.18,1222.6,25.19,26.09,38.1,21.11
2018-03-23,Southern,649.52,702.2,62.86,48.46,88.22,64.0
2018-03-23,Eastern,501.14,527.94,nan,nan,30.16,33.17
2018-03-23,NorthEastern,31.96,35.2,nan,nan,12.16,5.57
2018-03-24,Northern,624.02,637.74,30.32,30.55,134.13,101.89
2018-03-24,Western,1179.18,1223.81,25.19,26.08,38.1,26.69
2018-03-24,Southern,649.52,715.62,62.86,48.56,88.22,63.84
2018-03-24,Eastern,501.14,529.56,nan,nan,30.16,34.98
2018-03-24,NorthEastern,31.96,33.95,nan,nan,12.16,5.46
2018-03-25,Northern,624.02,599.15,30.32,31.09,134.13,100.87
2018-03-25,Western,1179.18,1207.06,25.19,22.51,38.1,21.03
2018-03-25,Southern,649.52,677.37,62.86,48.48,88.22,49.75
2018-03-25,Eastern,501.14,531.14,nan,nan,30.16,28.23
2018-03-25,NorthEastern,31.96,33.76,nan,nan,12.16,5.68
2018-03-26,Northern,624.02,635.47,30.32,30.93,134.13,98.18
2018-03-26,Western,1179.18,1240.15,25.19,13.05,38.1,39.2
2018-03-26,Southern,649.52,699.4,62.86,48.56,88.22,76.87
2018-03-26,Eastern,505.24,544.38,nan,nan,30.16,30.59
2018-03-26,NorthEastern,31.96,33.05,nan,nan,12.16,6.77
2018-03-27,Northern,624.67,634.68,30.32,30.92,134.13,96.16
2018-03-27,Western,1179.18,1254.28,25.19,15.95,38.1,42.38
2018-03-27,Southern,649.52,717.22,62.86,48.39,88.22,86.32
2018-03-27,Eastern,505.24,546.76,nan,nan,30.16,31.34
2018-03-27,NorthEastern,31.96,32.89,nan,nan,12.16,6.51
2018-03-28,Northern,624.67,656.12,30.32,30.85,134.13,95.55
2018-03-28,Western,1179.18,1239.47,25.19,15.95,38.1,22.81
2018-03-28,Southern,649.52,746.79,62.86,48.39,88.22,81.07
2018-03-28,Eastern,505.24,559.96,nan,nan,30.16,33.73
2018-03-28,NorthEastern,31.96,32.4,nan,nan,12.16,6.44
2018-03-29,Northern,625.32,649.8,30.32,30.82,134.13,97.26
2018-03-29,Western,1179.18,1281.13,25.19,16.19,38.1,24.14
2018-03-29,Southern,649.52,738.67,62.86,48.46,88.22,75.23
2018-03-29,Eastern,505.24,553.61,nan,nan,30.16,37.88
2018-03-29,NorthEastern,31.96,28.25,nan,nan,12.16,6.64
2018-03-30,Northern,625.97,633.74,30.32,30.83,134.13,93.2
2018-03-30,Western,1179.18,1274.69,25.19,28.91,38.1,13.4
2018-03-30,Southern,649.52,708.86,62.86,48.54,88.22,63.86
2018-03-30,Eastern,505.24,530.74,nan,nan,30.16,29.81
2018-03-30,NorthEastern,31.96,26.59,nan,nan,12.16,7.89
2018-03-31,Northern,628.5,599.11,30.32,30.88,134.13,89.39
2018-03-31,Western,1179.18,1243.68,25.19,29.08,38.1,18.72
2018-03-31,Southern,649.52,664.82,62.86,48.56,88.22,53.73
2018-03-31,Eastern,505.24,509.54,nan,nan,30.16,20.87
2018-03-31,NorthEastern,31.96,28.32,nan,nan,12.16,7.0
2018-04-01,Northern,657.76,552.66,22.5,36.09,154.72,95.71
2018-04-01,Western,1230.81,1213.69,14.07,30.48,24.4,14.83
2018-04-01,Southern,650.59,639.99,47.03,47.68,62.88,46.06
2018-04-01,Eastern,471.76,487.76,nan,nan,39.12,14.38
2018-04-01,NorthEastern,30.25,30.37,nan,nan,7.43,7.49
2018-04-02,Northern,657.76,600.38,22.5,36.05,154.72,104.47
2018-04-02,Western,1230.81,1220.85,14.07,31.35,24.4,37.47
2018-04-02,Southern,650.59,629.28,47.03,48.47,62.88,50.14
2018-04-02,Eastern,471.76,491.98,nan,nan,39.12,23.62
2018-04-02,NorthEastern,30.25,29.72,nan,nan,7.43,7.22
2018-04-03,Northern,682.27,634.5,22.5,36.06,154.72,108.76
2018-04-03,Western,1230.81,1223.12,14.07,31.46,24.4,41.17
2018-04-03,Southern,650.59,689.5,47.03,47.53,62.88,71.14
2018-04-03,Eastern,471.76,532.32,nan,nan,39.12,29.03
2018-04-03,NorthEastern,30.25,29.9,nan,nan,7.43,6.56
2018-04-04,Northern,682.27,662.82,22.5,36.04,154.72,115.23
2018-04-04,Western,1230.81,1222.3,14.07,32.01,24.4,36.49
2018-04-04,Southern,650.59,697.41,47.03,47.53,62.88,73.18
2018-04-04,Eastern,471.76,539.86,nan,nan,39.12,27.63
2018-04-04,NorthEastern,30.25,30.44,nan,nan,7.43,6.47
2018-04-05,Northern,638.68,635.3,22.5,34.15,154.72,108.13
2018-04-05,Western,1228.4,1243.93,14.07,32.18,24.4,23.94
2018-04-05,Southern,643.73,697.37,47.03,47.57,62.88,75.96
2018-04-05,Eastern,464.13,539.21,nan,nan,39.12,27.42
2018-04-05,NorthEastern,30.25,30.31,nan,nan,7.43,5.62
2018-04-06,Northern,640.97,618.14,22.5,31.13,154.72,106.01
2018-04-06,Western,1230.81,1241.81,14.07,32.45,24.4,22.53
2018-04-06,Southern,650.59,706.91,47.03,48.44,62.88,74.97
2018-04-06,Eastern,457.96,536.52,nan,nan,39.12,28.04
2018-04-06,NorthEastern,30.25,30.51,nan,nan,7.43,5.77
2018-04-07,Northern,640.97,555.83,22.5,29.62,154.72,108.85
2018-04-07,Western,1230.81,1256.06,14.07,32.7,24.4,21.1
2018-04-07,Southern,650.59,662.33,47.03,48.39,62.88,59.09
2018-04-07,Eastern,457.96,528.48,nan,nan,39.12,25.48
2018-04-07,NorthEastern,30.25,25.17,nan,nan,7.43,5.51
2018-04-08,Northern,640.97,559.83,22.5,30.45,154.72,104.73
2018-04-08,Western,1230.81,1222.73,14.07,32.84,24.4,12.8
2018-04-08,Southern,650.59,596.17,47.03,48.41,62.88,48.21
2018-04-08,Eastern,457.96,484.06,nan,nan,39.12,27.84
2018-04-08,NorthEastern,30.25,24.23,nan,nan,7.43,6.14
2018-04-09,Northern,640.97,532.72,22.5,30.75,154.72,111.09
2018-04-09,Western,1230.81,1266.79,14.07,33.18,24.4,21.04
2018-04-09,Southern,650.59,638.68,47.03,48.35,62.88,64.0
2018-04-09,Eastern,457.96,513.26,nan,nan,39.12,28.56
2018-04-09,NorthEastern,30.25,23.07,nan,nan,7.43,5.68
2018-04-10,Northern,635.21,561.19,22.5,30.57,154.72,111.67
2018-04-10,Western,1230.81,1276.35,14.07,33.5,24.4,24.66
2018-04-10,Southern,650.59,670.18,47.03,48.33,62.88,74.73
2018-04-10,Eastern,457.96,507.13,nan,nan,39.12,33.21
2018-04-10,NorthEastern,30.25,25.18,nan,nan,7.43,6.86
2018-04-11,Northern,637.57,527.89,22.5,28.66,154.72,117.18
2018-04-11,Western,1230.81,1254.86,14.07,32.97,24.4,15.7
2018-04-11,Southern,650.59,670.91,47.03,48.3,62.88,68.46
2018-04-11,Eastern,457.96,521.72,nan,nan,39.12,46.37
2018-04-11,NorthEastern,30.25,29.17,nan,nan,7.43,5.94
2018-04-12,Northern,635.07,524.66,22.5,30.83,154.72,121.24
2018-04-12,Western,1230.81,1230.68,14.07,29.67,24.4,22.15
2018-04-12,Southern,650.59,679.75,47.03,48.35,62.88,68.84
2018-04-12,Eastern,457.96,514.01,nan,nan,39.12,32.6
2018-04-12,NorthEastern,30.25,30.66,nan,nan,7.43,6.15
2018-04-13,Northern,635.07,564.95,22.5,30.64,154.72,112.04
2018-04-13,Western,1228.03,1259.05,14.07,31.02,24.4,37.81
2018-04-13,Southern,650.59,678.86,47.03,47.24,62.88,67.26
2018-04-13,Eastern,457.96,511.87,nan,nan,39.12,44.1
2018-04-13,NorthEastern,30.25,30.2,nan,nan,7.43,7.13
2018-04-14,Northern,634.85,575.03,22.5,30.6,154.72,108.37
2018-04-14,Western,1221.34,1249.04,14.07,32.52,24.4,36.32
2018-04-14,Southern,650.59,668.5,47.03,47.41,62.88,70.08
2018-04-14,Eastern,457.96,524.46,nan,nan,39.12,56.72
2018-04-14,NorthEastern,30.25,30.7,nan,nan,7.43,7.31
2018-04-15,Northern,633.45,569.61,22.5,30.77,154.72,100.27
2018-04-15,Western,1221.34,1239.95,14.07,32.57,24.4,18.04
2018-04-15,Southern,650.59,632.69,47.03,47.14,62.88,46.07
2018-04-15,Eastern,466.34,522.98,nan,nan,39.12,31.43
2018-04-15,NorthEastern,30.25,32.35,nan,nan,7.43,6.66
2018-04-16,Northern,633.45,595.53,22.5,29.18,154.72,98.19
2018-04-16,Western,1219.34,1308.4,14.07,32.99,24.4,19.68
2018-04-16,Southern,641.19,655.25,47.03,48.29,62.88,67.79
2018-04-16,Eastern,466.34,558.77,nan,nan,39.12,46.67
2018-04-16,NorthEastern,30.25,35.25,nan,nan,7.43,6.53
2018-04-17,Northern,633.45,620.14,22.5,26.26,154.72,102.79
2018-04-17,Western,1219.34,1311.7,14.07,33.33,24.4,28.71
2018-04-17,Southern,636.56,669.71,47.03,48.31,62.88,66.46
2018-04-17,Eastern,466.34,552.32,nan,nan,39.12,34.59
2018-04-17,NorthEastern,30.25,32.16,nan,nan,7.43,6.8
2018-04-18,Northern,631.21,618.93,22.5,26.39,154.72,102.94
2018-04-18,Western,1219.34,1293.82,14.07,33.25,24.4,19.16
2018-04-18,Southern,636.56,673.97,47.03,47.5,62.88,71.08
2018-04-18,Eastern,466.34,534.17,nan,nan,39.12,32.63
2018-04-18,NorthEastern,30.25,29.13,nan,nan,7.43,6.53
2018-04-19,Northern,631.21,633.05,22.5,26.05,154.72,107.26
2018-04-19,Western,1219.34,1303.81,14.07,33.35,24.4,18.98
2018-04-19,Southern,636.56,683.15,47.03,47.46,62.88,54.77
2018-04-19,Eastern,466.34,543.68,nan,nan,39.12,36.08
2018-04-19,NorthEastern,30.25,27.83,nan,nan,7.43,6.34
2018-04-20,Northern,633.71,598.29,22.5,26.21,154.72,111.32
2018-04-20,Western,1222.12,1259.79,14.07,33.27,24.4,18.47
2018-04-20,Southern,636.56,678.58,47.03,47.36,62.88,59.14
2018-04-20,Eastern,466.34,534.11,nan,nan,39.12,40.68
2018-04-20,NorthEastern,30.25,28.2,nan,nan,7.43,6.65
2018-04-21,Northern,633.23,639.05,22.5,26.19,154.72,115.34
2018-04-21,Western,1227.92,1305.23,14.07,33.24,24.4,34.1
2018-04-21,Southern,636.56,670.58,47.03,47.29,62.88,68.93
2018-04-21,Eastern,466.34,525.29,nan,nan,39.12,40.98
2018-04-21,NorthEastern,30.25,30.65,nan,nan,7.43,7.77
2018-04-22,Northern,633.23,599.51,22.5,26.03,154.72,112.12
2018-04-22,Western,1227.92,1279.26,14.07,33.24,24.4,23.37
2018-04-22,Southern,636.56,629.1,47.03,48.28,62.88,40.93
2018-04-22,Eastern,466.34,517.23,nan,nan,39.12,41.91
2018-04-22,NorthEastern,30.25,32.61,nan,nan,7.43,7.62
2018-04-23,Northern,633.23,648.95,22.5,26.13,154.72,118.87
2018-04-23,Western,1227.92,1284.93,14.07,33.32,24.4,35.18
2018-04-23,Southern,636.56,664.01,47.03,47.25,62.88,60.96
2018-04-23,Eastern,466.34,546.55,nan,nan,39.12,44.27
2018-04-23,NorthEastern,30.25,35.06,nan,nan,7.43,7.78
2018-04-24,Northern,633.23,665.59,22.5,25.94,154.72,127.75
2018-04-24,Western,1227.92,1282.71,14.07,33.37,24.4,37.08
2018-04-24,Southern,636.56,675.25,47.03,48.11,62.88,53.69
2018-04-24,Eastern,465.25,524.5,nan,nan,39.12,48.82
2018-04-24,NorthEastern,30.25,34.75,nan,nan,7.43,8.79
2018-04-25,Northern,633.23,680.01,22.5,25.86,154.72,138.19
2018-04-25,Western,1227.92,1270.5,14.07,33.17,24.4,31.57
2018-04-25,Southern,636.56,680.34,47.03,48.13,62.88,49.79
2018-04-25,Eastern,465.25,522.58,nan,nan,39.12,46.04
2018-04-25,NorthEastern,30.25,32.37,nan,nan,7.43,7.3
2018-04-26,Northern,633.23,680.66,22.5,25.71,154.72,150.83
2018-04-26,Western,1233.32,1263.88,14.07,33.3,24.4,32.71
2018-04-26,Southern,636.56,691.85,47.03,48.21,62.88,55.27
2018-04-26,Eastern,465.25,516.98,nan,nan,39.12,41.33
2018-04-26,NorthEastern,30.25,31.55,nan,nan,7.43,7.8
2018-04-27,Northern,633.23,697.1,22.5,20.92,154.72,159.6
2018-04-27,Western,1233.32,1262.12,14.07,33.26,24.4,36.95
2018-04-27,Southern,636.56,706.84,47.03,47.32,62.88,62.78
2018-04-27,Eastern,465.25,515.18,nan,nan,39.12,41.09
2018-04-27,NorthEastern,30.25,33.26,nan,nan,7.43,7.81
2018-04-28,Northern,630.56,714.5,22.5,20.86,154.72,163.81
2018-04-28,Western,1235.32,1227.49,14.07,33.16,24.4,37.15
2018-04-28,Southern,636.56,706.35,47.03,36.24,62.88,67.61
2018-04-28,Eastern,465.25,519.88,nan,nan,39.12,44.33
2018-04-28,NorthEastern,30.25,35.59,nan,nan,7.43,7.24
2018-04-29,Northern,633.06,671.69,22.5,20.75,154.72,168.85
2018-04-29,Western,1235.32,1160.84,14.07,33.22,24.4,28.79
2018-04-29,Southern,636.56,670.12,47.03,25.47,62.88,48.03
2018-04-29,Eastern,465.25,505.86,nan,nan,39.12,24.52
2018-04-29,NorthEastern,30.25,32.49,nan,nan,7.43,7.35
2018-04-30,Northern,636.39,624.62,22.5,22.49,154.72,177.88
2018-04-30,Western,1235.32,1183.77,14.07,33.17,24.4,20.21
2018-04-30,Southern,636.56,672.75,47.03,25.1,62.88,50.68
2018-04-30,Eastern,469.05,466.64,nan,nan,39.12,42.25
2018-04-30,NorthEastern,30.25,31.99,nan,nan,7.43,7.14
2018-05-01,Northern,628.57,593.17,24.66,26.01,244.89,189.84
2018-05-01,Western,1217.35,1176.83,14.06,33.14,23.41,14.24
2018-05-01,Southern,631.61,619.23,57.26,34.76,52.96,32.36
2018-05-01,Eastern,469.21,460.44,nan,nan,46.26,38.86
2018-05-01,NorthEastern,30.13,29.9,nan,nan,13.75,7.04
2018-05-02,Northern,628.57,567.45,24.66,25.63,244.89,205.31
2018-05-02,Western,1216.67,1190.12,14.06,33.14,23.41,29.06
2018-05-02,Southern,631.61,630.54,57.26,45.38,52.96,44.65
2018-05-02,Eastern,469.21,499.39,nan,nan,46.26,41.93
2018-05-02,NorthEastern,30.13,30.23,nan,nan,13.75,9.63
