Date,Region,thermal_actual,thermal_est,nuclear_actual,nuclear_est,hydro_actual,hydro_est
2018-12-22,NorthEastern,31.65,37.87,nan,nan,11.1,6.88
2018-12-23,Northern,669.13,614.67,26.24,31.35,103.54,117.54
2018-12-23,Western,1197.76,1210.22,17.12,26.45,36.84,23.16
2018-12-23,Southern,652.65,521.01,65.1,36.4,56.93,55.75
2018-12-23,Eastern,476.7,469.87,nan,nan,22.67,23.95
2018-12-23,NorthEastern,31.65,35.43,nan,nan,11.1,6.25
2018-12-24,Northern,669.13,622.33,26.24,31.29,103.54,114.68
2018-12-24,Western,1197.76,1205.85,17.12,26.47,36.84,26.72
2018-12-24,Southern,652.65,555.0,65.1,36.44,56.93,71.78
2018-12-24,Eastern,482.43,461.43,nan,nan,22.67,30.54
2018-12-24,NorthEastern,31.65,34.85,nan,nan,11.1,6.49
2018-12-25,Northern,679.56,625.42,26.24,31.08,103.54,115.96
2018-12-25,Western,1197.76,1229.67,17.12,26.53,36.84,31.26
2018-12-25,Southern,653.1,568.22,65.1,36.97,56.93,68.19
2018-12-25,Eastern,482.43,449.77,nan,nan,22.67,34.43
2018-12-25,NorthEastern,31.65,34.95,nan,nan,11.1,6.2
2018-12-26,Northern,689.83,665.23,26.24,30.31,103.54,114.14
2018-12-26,Western,1201.56,1226.17,17.12,26.48,36.84,29.51
2018-12-26,Southern,653.1,588.79,65.1,36.31,56.93,87.14
2018-12-26,Eastern,482.43,465.85,nan,nan,22.67,26.05
2018-12-26,NorthEastern,31.65,33.95,nan,nan,11.1,6.83
2018-12-27,Northern,692.69,675.71,26.24,30.91,103.54,113.39
2018-12-27,Western,1206.85,1230.57,17.12,24.91,36.84,26.15
2018-12-27,Southern,653.1,602.21,65.1,35.83,56.93,79.49
2018-12-27,Eastern,482.43,467.74,nan,nan,22.67,35.33
2018-12-27,NorthEastern,31.65,34.15,nan,nan,11.1,6.94
2018-12-28,Northern,692.69,680.18,26.24,33.05,103.54,111.22
2018-12-28,Western,1206.85,1222.57,17.12,25.65,36.84,28.73
2018-12-28,Southern,653.1,595.17,65.1,36.15,56.93,71.75
2018-12-28,Eastern,482.43,462.88,nan,nan,22.67,31.84
2018-12-28,NorthEastern,31.65,34.12,nan,nan,11.1,7.31
2018-12-29,Northern,692.69,670.71,26.24,25.34,103.54,111.65
2018-12-29,Western,1206.85,1191.45,17.12,26.21,36.84,24.68
2018-12-29,Southern,653.1,580.31,65.1,35.43,56.93,69.68
2018-12-29,Eastern,482.43,457.34,nan,nan,22.67,32.1
2018-12-29,NorthEastern,31.65,33.96,nan,nan,11.1,7.79
2018-12-30,Northern,697.69,638.27,26.24,25.62,103.54,112.43
2018-12-30,Western,1206.85,1159.96,17.12,26.56,36.84,20.14
2018-12-30,Southern,653.1,536.19,65.1,35.62,56.93,60.91
2018-12-30,Eastern,482.43,468.83,nan,nan,22.67,21.58
2018-12-30,NorthEastern,31.65,33.86,nan,nan,11.1,7.88
2018-12-31,Northern,695.43,652.53,26.24,29.49,103.54,114.88
2018-12-31,Western,1212.85,1190.89,17.12,26.54,36.84,26.58
2018-12-31,Southern,659.23,552.49,65.1,35.94,56.93,69.56
2018-12-31,Eastern,483.43,471.86,nan,nan,22.67,26.89
2018-12-31,NorthEastern,31.65,34.21,nan,nan,11.1,7.79
2019-01-01,Northern,691.66,651.74,22.4,31.31,96.87,113.54
2019-01-01,Western,1226.36,1203.62,17.12,26.53,36.29,31.67
2019-01-01,Southern,671.85,528.86,67.32,31.79,60.3,58.99
2019-01-01,Eastern,492.44,477.12,nan,nan,22.84,24.15
2019-01-01,NorthEastern,31.73,33.76,nan,nan,9.4,6.28
2019-01-02,Northern,691.66,660.41,22.4,30.33,96.87,110.9
2019-01-02,Western,1226.36,1228.17,17.12,27.68,36.29,31.03
2019-01-02,Southern,671.85,524.91,67.32,32.21,60.3,63.03
2019-01-02,Eastern,492.44,477.13,nan,nan,22.84,27.1
2019-01-02,NorthEastern,31.73,33.99,nan,nan,9.4,7.14
2019-01-03,Northern,692.52,646.85,22.4,29.66,96.87,110.69
2019-01-03,Western,1226.36,1248.1,17.12,37.34,36.29,30.73
2019-01-03,Southern,671.85,535.41,67.32,32.2,60.3,72.5
2019-01-03,Eastern,492.44,485.4,nan,nan,22.84,26.89
2019-01-03,NorthEastern,31.73,30.19,nan,nan,9.4,7.68
2019-01-04,Northern,692.52,651.34,22.4,30.61,96.87,109.86
2019-01-04,Western,1226.36,1275.71,17.12,39.39,36.29,26.41
2019-01-04,Southern,671.85,551.06,67.32,32.18,60.3,68.21
2019-01-04,Eastern,492.44,477.45,nan,nan,22.84,28.1
2019-01-04,NorthEastern,31.73,33.88,nan,nan,9.4,7.46
2019-01-05,Northern,686.77,636.64,22.4,30.25,96.87,103.8
2019-01-05,Western,1226.36,1245.72,17.12,39.54,36.29,25.13
2019-01-05,Southern,671.85,565.8,67.32,32.2,60.3,70.14
2019-01-05,Eastern,492.43,467.18,nan,nan,22.84,26.46
2019-01-05,NorthEastern,31.73,33.91,nan,nan,9.4,7.4
2019-01-06,Northern,686.77,612.53,22.4,29.8,96.87,104.09
2019-01-06,Western,1222.96,1157.33,17.12,39.59,36.29,20.41
2019-01-06,Southern,671.85,545.45,67.32,32.26,60.3,65.18
2019-01-06,Eastern,492.43,461.64,nan,nan,22.84,25.6
2019-01-06,NorthEastern,31.73,32.86,nan,nan,9.4,6.52
2019-01-07,Northern,686.77,636.7,22.4,30.45,96.87,94.27
2019-01-07,Western,1237.48,1185.17,17.12,39.64,36.29,20.3
2019-01-07,Southern,672.77,565.7,67.32,31.73,60.3,74.91
2019-01-07,Eastern,492.43,465.93,nan,nan,22.84,24.19
2019-01-07,NorthEastern,31.73,28.73,nan,nan,9.4,5.88
2019-01-08,Northern,689.1,681.53,22.4,30.36,96.87,93.71
2019-01-08,Western,1237.48,1232.95,17.12,39.53,36.29,22.85
2019-01-08,Southern,672.77,561.76,67.32,31.74,60.3,70.47
2019-01-08,Eastern,492.43,482.08,nan,nan,22.84,19.89
2019-01-08,NorthEastern,31.73,30.15,nan,nan,9.4,5.97
2019-01-09,Northern,689.1,692.69,22.4,29.93,96.87,93.86
2019-01-09,Western,1247.83,1216.22,17.12,39.5,36.29,29.06
2019-01-09,Southern,672.77,552.82,67.32,30.77,60.3,66.62
2019-01-09,Eastern,492.43,477.99,nan,nan,22.84,22.79
2019-01-09,NorthEastern,31.73,32.57,nan,nan,9.4,6.47
2019-01-10,Northern,678.6,685.31,22.4,29.89,96.87,94.98
2019-01-10,Western,1247.27,1236.6,17.12,39.51,36.29,29.68
2019-01-10,Southern,668.37,550.31,67.32,31.54,60.3,73.74
2019-01-10,Eastern,492.43,487.67,nan,nan,22.84,20.91
2019-01-10,NorthEastern,31.73,37.43,nan,nan,9.4,5.97
2019-01-11,Northern,678.6,673.78,22.4,28.32,96.87,94.25
2019-01-11,Western,1247.27,1264.04,17.12,39.55,36.29,24.62
2019-01-11,Southern,668.37,567.45,67.32,31.43,60.3,73.4
2019-01-11,Eastern,496.67,492.22,nan,nan,22.84,23.38
2019-01-11,NorthEastern,31.73,38.55,nan,nan,9.4,5.77
2019-01-12,Northern,678.6,662.6,22.4,26.65,96.87,94.63
2019-01-12,Western,1238.36,1256.44,17.12,39.56,36.29,23.16
2019-01-12,Southern,668.37,570.84,67.32,31.5,60.3,72.91
2019-01-12,Eastern,496.67,497.72,nan,nan,22.84,22.63
2019-01-12,NorthEastern,31.73,39.17,nan,nan,9.4,5.89
2019-01-13,Northern,678.6,643.72,22.4,26.66,96.87,93.6
2019-01-13,Western,1238.36,1198.85,17.12,39.59,36.29,18.97
2019-01-13,Southern,668.37,545.62,67.32,31.48,60.3,59.23
2019-01-13,Eastern,496.67,476.33,nan,nan,22.84,17.94
2019-01-13,NorthEastern,31.73,39.01,nan,nan,9.4,5.71
2019-01-14,Northern,676.86,627.25,22.4,26.64,96.87,98.72
2019-01-14,Western,1238.36,1132.96,17.12,39.53,36.29,23.87
2019-01-14,Southern,668.37,534.88,67.32,31.4,60.3,62.47
2019-01-14,Eastern,496.67,477.47,nan,nan,22.84,20.35
2019-01-14,NorthEastern,31.73,38.03,nan,nan,9.4,5.78
2019-01-15,Northern,674.0,664.33,26.16,26.14,96.87,93.82
2019-01-15,Western,1242.81,1180.58,17.12,39.35,36.29,27.57
2019-01-15,Southern,667.96,514.79,67.32,31.88,60.3,57.48
2019-01-15,Eastern,496.67,476.03,nan,nan,22.84,23.87
2019-01-15,NorthEastern,31.73,38.92,nan,nan,9.4,5.51
2019-01-16,Northern,665.62,669.99,26.16,26.1,96.87,94.07
2019-01-16,Western,1245.29,1239.28,17.12,39.26,36.29,27.62
2019-01-16,Southern,667.96,516.57,67.32,31.99,60.3,58.42
2019-01-16,Eastern,508.61,484.5,nan,nan,22.84,21.69
2019-01-16,NorthEastern,31.73,38.75,nan,nan,9.4,5.43
2019-01-17,Northern,665.62,672.74,26.16,26.06,96.87,104.51
2019-01-17,Western,1245.29,1243.71,17.12,39.49,36.29,25.05
2019-01-17,Southern,665.06,525.09,67.32,31.58,60.3,65.42
2019-01-17,Eastern,498.04,489.93,nan,nan,22.84,25.59
2019-01-17,NorthEastern,31.73,36.62,nan,nan,9.4,5.75
2019-01-18,Northern,665.62,680.78,26.16,26.0,96.87,103.25
2019-01-18,Western,1245.29,1256.25,17.12,39.48,36.29,23.6
2019-01-18,Southern,673.85,551.62,67.32,32.14,60.3,69.27
2019-01-18,Eastern,498.04,483.14,nan,nan,22.84,29.69
2019-01-18,NorthEastern,31.73,37.06,nan,nan,9.4,6.68
2019-01-19,Northern,665.62,679.01,26.16,26.53,96.87,106.0
2019-01-19,Western,1245.29,1239.78,17.12,39.44,36.29,23.5
2019-01-19,Southern,673.85,550.08,67.32,32.13,60.3,69.67
2019-01-19,Eastern,498.04,487.86,nan,nan,22.84,26.83
2019-01-19,NorthEastern,31.73,38.1,nan,nan,9.4,6.79
2019-01-20,Northern,664.76,622.93,26.16,25.95,96.87,97.46
2019-01-20,Western,1246.58,1222.36,17.12,37.36,36.29,19.69
2019-01-20,Southern,673.85,526.3,67.32,32.15,60.3,57.13
2019-01-20,Eastern,498.35,483.75,nan,nan,22.84,22.58
2019-01-20,NorthEastern,31.73,38.35,nan,nan,9.4,6.52
2019-01-21,Northern,664.76,595.48,26.16,26.51,96.87,111.56
2019-01-21,Western,1246.58,1214.78,17.12,37.53,36.29,21.67
2019-01-21,Southern,673.85,547.39,67.32,32.13,60.3,69.83
2019-01-21,Eastern,498.35,465.54,nan,nan,22.84,28.18
2019-01-21,NorthEastern,31.73,38.08,nan,nan,9.4,6.5
2019-01-22,Northern,665.62,541.6,26.16,26.59,96.87,106.25
2019-01-22,Western,1246.58,1208.61,17.12,35.58,36.29,26.18
2019-01-22,Southern,673.85,582.43,67.32,32.15,60.3,74.74
2019-01-22,Eastern,498.35,459.56,nan,nan,22.84,33.64
2019-01-22,NorthEastern,31.73,37.62,nan,nan,9.4,6.72
2019-01-23,Northern,674.0,597.22,26.16,26.57,96.87,113.36
2019-01-23,Western,1246.58,1253.47,17.12,35.55,36.29,25.24
2019-01-23,Southern,673.85,588.47,67.32,31.74,60.3,76.7
2019-01-23,Eastern,498.35,484.63,nan,nan,22.84,27.89
2019-01-23,NorthEastern,31.73,37.17,nan,nan,9.4,6.39
2019-01-24,Northern,667.72,601.3,26.16,26.61,96.87,107.31
2019-01-24,Western,1241.15,1208.55,17.12,35.56,36.29,26.22
2019-01-24,Southern,673.85,593.72,67.32,31.65,60.3,76.25
2019-01-24,Eastern,498.35,479.58,nan,nan,22.84,25.22
2019-01-24,NorthEastern,31.73,35.54,nan,nan,9.4,7.18
2019-01-25,Northern,665.3,597.26,26.16,26.63,96.87,110.1
2019-01-25,Western,1241.15,1171.95,17.12,34.12,36.29,22.45
2019-01-25,Southern,673.85,608.14,67.32,31.71,60.3,78.73
2019-01-25,Eastern,498.35,480.53,nan,nan,22.84,23.34
2019-01-25,NorthEastern,31.73,34.96,nan,nan,9.4,6.97
2019-01-26,Northern,667.97,552.35,26.16,26.68,96.87,110.35
2019-01-26,Western,1241.15,1097.74,17.12,36.1,36.29,19.43
2019-01-26,Southern,673.85,550.79,67.32,31.82,60.3,62.91
2019-01-26,Eastern,498.35,462.69,nan,nan,22.84,24.55
2019-01-26,NorthEastern,31.73,34.21,nan,nan,9.4,6.99
2019-01-27,Northern,667.97,556.87,26.16,26.66,96.87,114.11
2019-01-27,Western,1241.3,1101.97,17.12,37.28,36.29,20.63
2019-01-27,Southern,673.85,524.69,67.32,31.76,60.3,60.64
2019-01-27,Eastern,498.35,464.81,nan,nan,22.84,20.32
2019-01-27,NorthEastern,31.73,35.06,nan,nan,9.4,6.36
2019-01-28,Northern,667.97,608.25,26.16,26.64,96.87,118.39
2019-01-28,Western,1231.74,1156.07,17.12,37.54,36.29,23.47
2019-01-28,Southern,673.85,529.6,67.32,31.79,60.3,71.6
2019-01-28,Eastern,498.35,480.3,nan,nan,22.84,27.0
2019-01-28,NorthEastern,31.73,35.89,nan,nan,9.4,6.75
2019-01-29,Northern,667.97,624.24,26.16,26.65,96.87,115.82
2019-01-29,Western,1231.74,1187.43,17.12,37.95,36.29,26.03
2019-01-29,Southern,673.85,532.54,67.32,31.53,60.3,65.36
2019-01-29,Eastern,498.35,495.92,nan,nan,22.84,25.32
2019-01-29,NorthEastern,31.73,35.27,nan,nan,9.4,6.5
2019-01-30,Northern,665.49,626.86,26.16,26.6,96.87,115.84
2019-01-30,Western,1231.57,1217.85,17.12,37.92,36.29,25.27
2019-01-30,Southern,673.85,543.42,67.32,31.75,60.3,63.05
2019-01-30,Eastern,498.35,509.53,nan,nan,22.84,25.22
2019-01-30,NorthEastern,31.73,33.23,nan,nan,9.4,6.55
2019-01-31,Northern,683.32,617.19,26.16,25.97,96.87,117.93
2019-01-31,Western,1231.57,1223.22,17.12,38.7,36.29,25.84
2019-01-31,Southern,678.25,551.56,67.32,33.16,60.3,67.52
2019-01-31,Eastern,498.35,503.77,nan,nan,22.84,24.45
2019-01-31,NorthEastern,31.73,36.06,nan,nan,9.4,6.36
2019-02-01,Northern,659.86,587.28,26.91,24.4,105.09,115.85
2019-02-01,Western,1213.57,1187.13,32.68,38.93,35.58,25.13
2019-02-01,Southern,682.45,549.45,67.51,34.28,66.95,72.84
2019-02-01,Eastern,497.42,497.29,nan,nan,24.0,25.22
2019-02-01,NorthEastern,31.81,37.11,nan,nan,8.62,5.92
2019-02-02,Northern,659.86,608.3,26.91,21.49,105.09,111.02
2019-02-02,Western,1213.57,1178.78,32.68,39.33,35.58,24.92
2019-02-02,Southern,682.45,547.06,67.51,35.58,66.95,72.2
2019-02-02,Eastern,497.42,495.15,nan,nan,24.0,24.73
2019-02-02,NorthEastern,31.81,36.38,nan,nan,8.62,5.11
2019-02-03,Northern,659.86,582.52,26.91,22.56,105.09,113.79
2019-02-03,Western,1213.55,1158.79,32.68,39.32,35.58,23.83
2019-02-03,Southern,682.45,518.6,67.51,37.13,66.95,55.52
2019-02-03,Eastern,497.42,479.44,nan,nan,24.0,24.24
2019-02-03,NorthEastern,31.81,36.09,nan,nan,8.62,4.74
2019-02-04,Northern,659.86,597.26,26.91,25.14,105.09,111.46
2019-02-04,Western,1213.55,1196.93,32.68,39.28,35.58,26.44
2019-02-04,Southern,682.45,537.35,67.51,37.5,66.95,67.96
2019-02-04,Eastern,497.42,485.02,nan,nan,24.0,28.95
2019-02-04,NorthEastern,31.81,37.01,nan,nan,8.62,5.16
2019-02-05,Northern,659.86,618.47,26.91,26.32,105.09,107.45
2019-02-05,Western,1213.55,1246.34,32.68,39.37,35.58,32.4
2019-02-05,Southern,682.45,562.39,67.51,37.36,66.95,78.89
2019-02-05,Eastern,497.42,504.31,nan,nan,24.0,26.82
2019-02-05,NorthEastern,31.81,35.84,nan,nan,8.62,4.92
2019-02-06,Northern,660.73,597.52,26.91,25.11,105.09,106.94
2019-02-06,Western,1215.94,1235.3,32.68,39.28,35.58,28.56
2019-02-06,Southern,682.45,576.15,67.51,36.88,66.95,78.69
2019-02-06,Eastern,497.42,510.15,nan,nan,24.0,28.62
2019-02-06,NorthEastern,31.81,35.75,nan,nan,8.62,4.89
2019-02-07,Northern,663.23,522.48,26.91,20.34,105.09,112.09
2019-02-07,Western,1215.94,1166.46,32.68,39.28,35.58,19.37
2019-02-07,Southern,682.45,595.09,67.51,32.54,66.95,76.62
2019-02-07,Eastern,497.42,505.99,nan,nan,24.0,23.24
2019-02-07,NorthEastern,31.81,34.98,nan,nan,8.62,4.83
2019-02-08,Northern,669.11,540.22,26.91,21.0,105.09,115.9
2019-02-08,Western,1215.94,1213.64,32.68,39.54,35.58,21.46
2019-02-08,Southern,682.45,619.41,67.51,27.11,66.95,78.06
2019-02-08,Eastern,492.71,497.19,nan,nan,24.0,26.58
2019-02-08,NorthEastern,31.81,35.33,nan,nan,8.62,4.77
2019-02-09,Northern,658.98,573.5,26.91,21.07,105.09,117.69
2019-02-09,Western,1216.94,1191.17,32.68,39.61,35.58,23.09
2019-02-09,Southern,682.45,611.73,67.51,14.78,66.95,64.9
2019-02-09,Eastern,492.71,489.36,nan,nan,24.0,25.94
2019-02-09,NorthEastern,31.81,34.19,nan,nan,8.62,4.33
2019-02-10,Northern,658.98,563.35,26.91,21.03,105.09,113.6
2019-02-10,Western,1216.94,1162.43,32.68,39.53,35.58,22.75
2019-02-10,Southern,670.34,570.08,67.51,14.85,66.95,58.56
2019-02-10,Eastern,492.71,494.68,nan,nan,24.0,22.24
2019-02-10,NorthEastern,31.81,34.14,nan,nan,8.62,4.04
2019-02-11,Northern,655.48,564.01,26.91,21.0,105.09,115.68
2019-02-11,Western,1226.0,1194.75,32.68,39.48,35.58,25.8
2019-02-11,Southern,670.34,557.23,67.51,30.29,66.95,59.67
2019-02-11,Eastern,497.1,503.71,nan,nan,24.0,24.83
2019-02-11,NorthEastern,31.81,30.45,nan,nan,8.62,3.83
2019-02-12,Northern,655.48,573.44,26.91,20.94,105.09,114.65
2019-02-12,Western,1226.0,1220.53,32.68,39.43,35.58,25.06
2019-02-12,Southern,670.34,552.83,67.51,37.22,66.95,55.71
2019-02-12,Eastern,497.1,505.56,nan,nan,24.0,27.32
2019-02-12,NorthEastern,31.81,32.51,nan,nan,8.62,2.6
2019-02-13,Northern,656.17,583.48,26.91,20.83,105.09,121.78
2019-02-13,Western,1228.0,1234.99,32.68,39.47,35.58,26.63
2019-02-13,Southern,670.34,567.8,67.51,37.28,66.95,61.97
2019-02-13,Eastern,497.1,511.57,nan,nan,24.0,25.18
2019-02-13,NorthEastern,31.81,36.62,nan,nan,8.62,2.73
2019-02-14,Northern,664.91,562.08,26.91,19.11,105.09,120.72
2019-02-14,Western,1228.0,1231.37,32.68,39.47,35.58,27.73
2019-02-14,Southern,670.34,587.63,67.51,36.85,66.95,68.88
2019-02-14,Eastern,497.1,520.22,nan,nan,24.0,25.59
2019-02-14,NorthEastern,31.81,36.99,nan,nan,8.62,2.73
2019-02-15,Northern,664.91,560.88,26.91,22.69,105.09,131.88
2019-02-15,Western,1228.0,1173.34,32.68,39.5,35.58,17.54
2019-02-15,Southern,670.34,616.31,67.51,36.86,66.95,86.09
2019-02-15,Eastern,497.1,508.54,nan,nan,24.0,27.04
2019-02-15,NorthEastern,31.81,37.58,nan,nan,8.62,2.45
2019-02-16,Northern,664.91,552.17,26.91,26.22,105.09,135.22
2019-02-16,Western,1228.0,1177.73,32.68,39.56,35.58,15.19
2019-02-16,Southern,670.34,610.62,67.51,36.89,66.95,71.7
2019-02-16,Eastern,497.1,486.64,nan,nan,24.0,24.0
2019-02-16,NorthEastern,31.81,36.43,nan,nan,8.62,2.4
2019-02-17,Northern,664.91,521.9,26.91,26.65,105.09,137.91
2019-02-17,Western,1229.92,1200.74,32.68,39.51,35.58,15.02
2019-02-17,Southern,670.34,608.85,67.51,37.05,66.95,53.45
2019-02-17,Eastern,497.1,459.92,nan,nan,24.0,22.8
2019-02-17,NorthEastern,31.81,34.79,nan,nan,8.62,3.0
2019-02-18,Northern,664.91,529.11,26.91,26.08,105.09,129.65
2019-02-18,Western,1232.19,1207.08,32.68,39.51,35.58,23.98
2019-02-18,Southern,661.63,647.09,67.51,36.92,66.95,79.3
2019-02-18,Eastern,497.1,467.47,nan,nan,24.0,29.91
2019-02-18,NorthEastern,31.81,35.91,nan,nan,8.62,2.84
2019-02-19,Northern,664.91,548.52,26.91,26.53,105.09,123.97
2019-02-19,Western,1247.79,1251.0,32.68,39.55,35.58,27.79
2019-02-19,Southern,661.63,656.33,67.51,37.09,66.95,83.59
2019-02-19,Eastern,497.1,489.08,nan,nan,24.0,29.88
2019-02-19,NorthEastern,31.81,37.01,nan,nan,8.62,3.08
2019-02-20,Northern,664.88,557.39,26.91,25.87,105.09,129.29
2019-02-20,Western,1244.58,1267.89,32.68,39.51,35.58,23.59
2019-02-20,Southern,661.63,639.09,67.51,36.72,66.95,73.42
2019-02-20,Eastern,497.1,478.85,nan,nan,24.0,33.38
2019-02-20,NorthEastern,31.81,34.24,nan,nan,8.62,2.83
2019-02-21,Northern,665.92,534.44,26.91,26.22,105.09,152.6
2019-02-21,Western,1254.08,1278.5,32.68,39.44,35.58,25.04
2019-02-21,Southern,661.63,621.51,67.51,36.6,66.95,76.44
2019-02-21,Eastern,504.35,489.9,nan,nan,24.0,30.12
2019-02-21,NorthEastern,31.81,37.05,nan,nan,8.62,2.42
2019-02-22,Northern,665.06,526.58,26.91,26.35,105.09,174.04
2019-02-22,Western,1254.08,1273.5,32.68,39.47,35.58,34.39
2019-02-22,Southern,661.63,602.42,67.51,39.45,66.95,69.77
2019-02-22,Eastern,504.35,506.59,nan,nan,24.0,30.34
2019-02-22,NorthEastern,31.81,39.02,nan,nan,8.62,2.51
2019-02-23,Northern,665.06,532.44,26.91,25.57,105.09,165.21
2019-02-23,Western,1254.08,1259.91,32.68,39.35,35.58,25.53
2019-02-23,Southern,661.63,594.2,67.51,41.95,66.95,70.96
2019-02-23,Eastern,504.35,511.51,nan,nan,24.0,29.04
2019-02-23,NorthEastern,31.81,38.42,nan,nan,8.62,2.58
2019-02-24,Northern,670.86,523.2,26.91,29.13,105.09,158.37
2019-02-24,Western,1254.08,1227.41,32.68,39.36,35.58,19.19
2019-02-24,Southern,661.63,577.16,67.51,40.7,66.95,71.04
2019-02-24,Eastern,504.35,500.31,nan,nan,24.0,25.29
2019-02-24,NorthEastern,31.81,36.66,nan,nan,8.62,2.33
2019-02-25,Northern,670.86,536.52,26.91,29.8,105.09,150.38
2019-02-25,Western,1254.08,1253.33,32.68,39.4,35.58,23.01
2019-02-25,Southern,661.63,621.28,67.51,40.62,66.95,80.07
2019-02-25,Eastern,504.35,482.66,nan,nan,24.0,25.77
2019-02-25,NorthEastern,31.81,37.5,nan,nan,8.62,2.67
2019-02-26,Northern,670.86,525.83,26.91,29.79,105.09,149.07
2019-02-26,Western,1264.41,1244.56,32.68,39.38,35.58,22.72
2019-02-26,Southern,661.63,640.49,67.51,40.81,66.95,76.97
2019-02-26,Eastern,504.35,485.83,nan,nan,24.0,29.08
2019-02-26,NorthEastern,31.81,37.93,nan,nan,8.62,2.6
2019-02-27,Northern,670.86,506.96,26.91,30.0,105.09,142.55
2019-02-27,Western,1264.41,1251.32,32.68,39.44,35.58,22.01
2019-02-27,Southern,661.63,659.53,67.51,40.58,66.95,73.21
2019-02-27,Eastern,504.35,473.7,nan,nan,24.0,28.08
2019-02-27,NorthEastern,31.81,37.38,nan,nan,8.62,2.43
2019-02-28,Northern,673.21,527.94,26.91,29.15,105.09,144.69
2019-02-28,Western,1269.41,1277.59,32.68,39.48,35.58,21.02
2019-02-28,Southern,661.63,644.5,67.51,36.72,66.95,75.83
2019-02-28,Eastern,504.35,480.02,nan,nan,24.0,27.21
2019-02-28,NorthEastern,31.81,37.1,nan,nan,8.62,2.64
2019-03-01,Northern,668.42,553.92,26.88,30.1,121.72,142.81
2019-03-01,Western,1270.71,1286.4,32.6,39.45,34.47,26.28
2019-03-01,Southern,657.97,670.79,67.32,36.63,73.41,73.05
2019-03-01,Eastern,504.47,464.87,nan,nan,29.22,26.8
2019-03-01,NorthEastern,31.7,37.45,nan,nan,9.21,2.88
2019-03-02,Northern,668.42,527.42,26.88,29.36,121.72,142.05
2019-03-02,Western,1270.71,1271.02,32.6,39.4,34.47,26.49
2019-03-02,Southern,657.97,630.77,67.32,36.91,73.41,63.58
2019-03-02,Eastern,504.47,466.76,nan,nan,29.22,25.35
2019-03-02,NorthEastern,31.7,38.17,nan,nan,9.21,3.06
2019-03-03,Northern,668.42,465.57,26.88,29.68,121.72,136.91
2019-03-03,Western,1270.71,1235.12,32.6,39.36,34.47,31.62
2019-03-03,Southern,657.97,629.83,67.32,37.04,73.41,59.19
2019-03-03,Eastern,504.47,475.35,nan,nan,29.22,25.05
2019-03-03,NorthEastern,31.7,37.3,nan,nan,9.21,3.78
2019-03-04,Northern,669.28,487.66,26.88,30.74,121.72,141.53
2019-03-04,Western,1270.71,1249.82,32.6,39.31,34.47,35.43
2019-03-04,Southern,657.97,672.94,67.32,37.04,73.41,63.56
2019-03-04,Eastern,504.47,479.64,nan,nan,29.22,25.13
2019-03-04,NorthEastern,31.7,36.08,nan,nan,9.21,3.35
2019-03-05,Northern,669.28,502.11,26.88,30.74,121.72,140.05
2019-03-05,Western,1270.71,1282.53,32.6,39.33,34.47,38.61
2019-03-05,Southern,657.97,673.52,67.32,37.07,73.41,58.3
2019-03-05,Eastern,504.47,492.45,nan,nan,29.22,29.79
2019-03-05,NorthEastern,31.7,37.14,nan,nan,9.21,3.83
2019-03-06,Northern,671.43,525.3,26.88,31.04,121.72,138.83
2019-03-06,Western,1270.71,1289.83,32.6,39.32,34.47,39.21
2019-03-06,Southern,657.97,677.88,67.32,35.83,73.41,60.35
2019-03-06,Eastern,504.47,490.23,nan,nan,29.22,33.22
2019-03-06,NorthEastern,31.7,36.81,nan,nan,9.21,3.64
2019-03-07,Northern,668.95,553.11,26.88,31.06,121.72,139.14
2019-03-07,Western,1270.71,1300.96,32.6,39.36,34.47,39.26
2019-03-07,Southern,657.97,681.83,67.32,32.53,73.41,70.05
2019-03-07,Eastern,504.47,502.32,nan,nan,29.22,30.57
2019-03-07,NorthEastern,31.7,31.51,nan,nan,9.21,3.33
2019-03-08,Northern,669.81,552.36,26.88,30.98,121.72,135.35
2019-03-08,Western,1270.71,1297.64,32.6,39.27,34.47,38.76
2019-03-08,Southern,657.97,671.8,67.32,33.69,73.41,80.13
2019-03-08,Eastern,504.47,493.33,nan,nan,29.22,30.45
2019-03-08,NorthEastern,31.7,31.08,nan,nan,9.21,3.54
2019-03-09,Northern,669.81,553.17,26.88,30.91,121.72,135.11
2019-03-09,Western,1270.71,1281.24,32.6,39.33,34.47,35.35
2019-03-09,Southern,657.97,670.04,67.32,33.02,73.41,78.66
2019-03-09,Eastern,504.47,501.3,nan,nan,29.22,35.73
2019-03-09,NorthEastern,31.7,28.92,nan,nan,9.21,3.85
2019-03-10,Northern,669.81,541.58,26.88,30.96,121.72,132.47
2019-03-10,Western,1270.71,1272.54,32.6,39.36,34.47,29.16
2019-03-10,Southern,657.97,654.47,67.32,32.37,73.41,60.36
2019-03-10,Eastern,504.47,518.35,nan,nan,29.22,30.16
2019-03-10,NorthEastern,31.7,37.1,nan,nan,9.21,3.2
2019-03-11,Northern,669.81,555.94,26.88,31.2,121.72,137.15
2019-03-11,Western,1270.71,1290.87,32.6,39.32,34.47,35.04
2019-03-11,Southern,666.68,674.99,67.32,33.69,73.41,70.63
2019-03-11,Eastern,504.47,538.01,nan,nan,29.22,36.34
2019-03-11,NorthEastern,31.7,38.97,nan,nan,9.21,3.18
